FIPS_code,state_abbr,county_name,SVI,Vaccine_hesitancy,RCHSI,HACBI,low_vaccination_rate
5057,AR,Hempstead County,0.95,0.2589,0.628780643,0.638331741,1
20003,KS,Anderson County,0.23,0.2068,0.606176377,0.488379497,1
5019,AR,Clark County,0.79,0.2502,0.349888571,0.787965616,1
40045,OK,Ellis County,0.3,0.2577,0.456542502,0.549824897,1
31133,NE,Pawnee County,0.23,0.1354,0.068449538,0.877109201,1
18001,IN,Adams County,0.59,0.1858,0.775867558,0.924546323,1
37123,NC,Montgomery County,0.87,0.1817,0.94396689,0.828080229,1
28155,MS,Webster County,0.6,0.2764,0.614772365,0.754855142,1
31161,NE,Sheridan County,0.6,0.1287,0.241324419,0.754218402,1
20011,KS,Bourbon County,0.58,0.2068,0.202801656,0.547596307,1
16049,ID,Idaho County,0.54,0.2457,0.482967208,0.323145495,1
19069,IA,Franklin County,0.2,0.1852,0.29544731,0.022922636,0
21221,KY,Trigg County,0.37,0.2704,0.714740528,0.560331105,1
21199,KY,Pulaski County,0.74,0.2623,0.132123528,0.565425024,1
28117,MS,Prentiss County,0.85,0.3031,0.47341611,0.946832219,1
29117,MO,Livingston County,0.37,0.2059,0.514804202,0.662846227,1
37169,NC,Stokes County,0.31,0.2096,0.929640242,0.423432028,1
47055,TN,Giles County,0.6,0.2221,0.770773639,0.359121299,1
30089,MT,Sanders County,0.35,0.2895,0.459089462,0.227952881,1
19007,IA,Appanoose County,0.38,0.1966,0.11811525,0.391595033,1
16009,ID,Benewah County,0.73,0.2491,0.079592486,0.419929959,0
23021,ME,Piscataquis County,0.49,0.1447,0.025469596,0.769500159,0
38061,ND,Mountrail County,0.38,0.1975,0.121935689,0.440305635,1
55019,WI,Clark County,0.54,0.2164,0.785100287,0.859598854,1
40051,OK,Grady County,0.31,0.2435,0.665393187,0.517987902,1
20143,KS,Ottawa County,0.03,0.198,0.722381407,0.1165234,1
47097,TN,Lauderdale County,0.97,0.2022,0.848137536,0.914358485,1
26057,MI,Gratiot County,0.6,0.1983,0.302769819,0.268385864,1
38051,ND,McIntosh County,0.11,0.1663,0.021012416,0.160140083,1
16087,ID,Washington County,0.85,0.2209,0.273479784,0.836994588,1
28041,MS,Greene County,0.61,0.3016,0.637695002,0.750079592,1
45059,SC,Laurens County,0.92,0.2229,0.655523719,0.853231455,1
17165,IL,Saline County,0.86,0.1725,0.421521808,0.64820121,1
29105,MO,Laclede County,0.62,0.2204,0.492199936,0.637376632,1
39031,OH,Coshocton County,0.62,0.237,0.850047755,0.82107609,1
12107,FL,Putnam County,0.95,0.2171,0.856096784,0.909264565,1
26123,MI,Newaygo County,0.63,0.1816,0.12002547,0.212989494,1
29091,MO,Howell County,0.67,0.2288,0.252785737,0.892709328,1
21071,KY,Floyd County,0.85,0.2778,0.344157911,0.5889844,0
1127,AL,Walker County,0.75,0.2404,0.305316778,0.791786055,1
28137,MS,Tate County,0.87,0.3014,0.909582935,0.723973257,1
40041,OK,Delaware County,0.77,0.2636,0.64851958,0.746259153,1
17051,IL,Fayette County,0.59,0.1692,0.871378542,0.314549507,1
55107,WI,Rusk County,0.35,0.2039,0.415472779,0.186246418,1
1033,AL,Colbert County,0.43,0.229,0.336517033,0.664438077,1
1027,AL,Clay County,0.56,0.235,0.47150589,0.674307545,1
19197,IA,Wright County,0.48,0.1852,0.009551098,0.41356256,0
38037,ND,Grant County,0.07,0.1975,0.078637377,0.015281757,1
46049,SD,Faulk County,0.08,0.1485,0.069086278,0.044571792,0
17191,IL,Wayne County,0.43,0.1745,0.252148997,0.76631646,1
47077,TN,Henderson County,0.7,0.2209,0.760904171,0.710920089,1
22101,LA,St. Mary Parish,0.92,0.2707,0.203756765,0.845272206,1
47115,TN,Marion County,0.51,0.2201,0.567335244,0.515759312,1
47059,TN,Greene County,0.54,0.2081,0.228907991,0.447946514,1
26035,MI,Clare County,0.77,0.1983,0.511938873,0.781279847,1
37023,NC,Burke County,0.85,0.209,0.626552053,0.677491245,1
24039,MD,Somerset County,0.9,0.1282,0.23368354,0.551416746,0
42057,PA,Fulton County,0.22,0.1824,0.710283349,0.361349889,1
37157,NC,Rockingham County,0.79,0.2096,0.826806749,0.836357848,1
47177,TN,Warren County,0.83,0.2256,0.388729704,0.889525629,1
40103,OK,Noble County,0.34,0.2415,0.769500159,0.400191022,0
22051,LA,Jefferson Parish,0.61,0.2226,0.143903216,0.722381407,0
22059,LA,LaSalle Parish,0.76,0.2979,0.453040433,0.400827762,1
20029,KS,Cloud County,0.27,0.198,0.698503661,0.554600446,1
30071,MT,Phillips County,0.41,0.3131,0.455905762,0.238777459,1
1009,AL,Blount County,0.42,0.2362,0.850684495,0.580388411,1
29155,MO,Pemiscot County,0.93,0.2408,0.53167781,0.937599491,1
18009,IN,Blackford County,0.37,0.198,0.484240688,0.58548233,1
31021,NE,Burt County,0.25,0.1288,0.195160777,0.382043935,0
31105,NE,Kimball County,0.56,0.1287,0.199299586,0.606176377,1
29115,MO,Linn County,0.27,0.2059,0.680674944,0.466093601,1
46067,SD,Hutchinson County,0.25,0.1463,0.007322509,0.211397644,0
21183,KY,Ohio County,0.58,0.2429,0.593759949,0.141037886,1
40149,OK,Washita County,0.4,0.2373,0.724609997,0.750716332,1
1019,AL,Cherokee County,0.45,0.235,0.688634193,0.559694365,1
1039,AL,Covington County,0.77,0.2304,0.672397326,0.773638968,1
22007,LA,Assumption Parish,0.78,0.279,0.795606495,0.82107609,1
17055,IL,Franklin County,0.61,0.168,0.841770137,0.740528494,1
47031,TN,Coffee County,0.49,0.2021,0.377268386,0.386501114,1
37197,NC,Yadkin County,0.64,0.1959,0.979942693,0.70455269,1
21017,KY,Bourbon County,0.56,0.2378,0.215218083,0.343202802,0
1077,AL,Lauderdale County,0.45,0.229,0.309137217,0.812161732,1
20133,KS,Neosho County,0.66,0.2283,0.405284941,0.737981535,1
17061,IL,Greene County,0.2,0.1739,0.698503661,0.223177332,1
45055,SC,Kershaw County,0.5,0.216,0.7669532,0.418656479,0
20201,KS,Washington County,0.15,0.198,0.628780643,0.125756129,0
27081,MN,Lincoln County,0.07,0.1233,0.099968163,0.104425342,0
47107,TN,McMinn County,0.66,0.2087,0.476918179,0.611270296,1
27115,MN,Pine County,0.46,0.1322,0.812798472,0.137217447,1
20059,KS,Franklin County,0.21,0.2068,0.758357211,0.284622732,0
29051,MO,Cole County,0.26,0.1935,0.278255333,0.579751671,0
1057,AL,Fayette County,0.7,0.2404,0.23495702,0.854823305,1
22127,LA,Winn Parish,0.78,0.2979,0.499840815,0.858325374,1
20187,KS,Stanton County,0.5,0.2083,0.710920089,0.399235912,0
20145,KS,Pawnee County,0.29,0.2122,0.154091054,0.247055078,0
46007,SD,Bennett County,0.79,0.2068,0.063992359,0.794969755,0
20027,KS,Clay County,0.05,0.198,0.651066539,0.284622732,0
40113,OK,Osage County,0.62,0.2429,0.754855142,0.580388411,1
1111,AL,Randolph County,0.72,0.235,0.522445081,0.833174148,1
17149,IL,Pike County,0.35,0.1637,0.370264247,0.53231455,1
22017,LA,Caddo Parish,0.84,0.2509,0.272206304,0.817892391,1
40055,OK,Greer County,0.77,0.2373,0.431391277,0.981852913,1
19185,IA,Wayne County,0.46,0.1966,0.074498567,0.729067176,1
22003,LA,Allen Parish,0.93,0.2702,0.794651385,0.816937281,1
40073,OK,Kingfisher County,0.38,0.2577,0.359121299,0.443807705,1
26151,MI,Sanilac County,0.48,0.1903,0.772365489,0.58834766,1
35027,NM,Lincoln County,0.48,0.1549,0.258516396,0.509391913,0
18055,IN,Greene County,0.44,0.1825,0.890162369,0.340019102,1
17069,IL,Hardin County,0.5,0.1725,0.479465138,0.667303407,1
18053,IN,Grant County,0.73,0.1895,0.592486469,0.724609997,1
37007,NC,Anson County,0.94,0.2217,0.974530404,0.921680993,1
18177,IN,Wayne County,0.71,0.189,0.336198663,0.829672079,1
26153,MI,Schoolcraft County,0.55,0.1903,0.502069405,0.542502388,0
40059,OK,Harper County,0.32,0.2577,0.11779688,0.593759949,1
37087,NC,Haywood County,0.28,0.1954,0.837312958,0.634829672,0
29007,MO,Audrain County,0.62,0.2112,0.285259472,0.744348933,1
29013,MO,Bates County,0.39,0.1941,0.87965616,0.477236549,1
46005,SD,Beadle County,0.65,0.1463,0.204075135,0.331104744,1
31015,NE,Boyd County,0.09,0.1287,0.132760267,0.337790513,1
5083,AR,Logan County,0.8,0.2653,0.626233684,0.366762178,1
26127,MI,Oceana County,0.86,0.1816,0.663164597,0.373129577,0
56031,WY,Platte County,0.1,0.2943,0.050620821,0.287806431,1
4023,AZ,Santa Cruz County,0.93,0.223,0.919452404,0.568927093,0
40139,OK,Texas County,0.82,0.2577,0.484240688,0.70296084,1
23003,ME,Aroostook County,0.59,0.143,0.048392232,0.777459408,0
40013,OK,Bryan County,0.81,0.2652,0.866284623,0.815663801,1
36009,NY,Cattaraugus County,0.73,0.1537,0.209487424,0.679719834,0
30051,MT,Liberty County,0.41,0.3233,0.035975804,0.739573384,1
21027,KY,Breckinridge County,0.74,0.252,0.869468322,0.501751035,1
53051,WA,Pend Oreille County,0.54,0.1416,0.428525947,0.141356256,1
21177,KY,Muhlenberg County,0.61,0.2532,0.452722063,0.343202802,0
37009,NC,Ashe County,0.5,0.2042,0.731295766,0.82075772,0
21107,KY,Hopkins County,0.55,0.2532,0.135307227,0.541865648,0
40075,OK,Kiowa County,0.65,0.2373,0.810888252,0.878064311,0
28131,MS,Stone County,0.6,0.2899,0.734797835,0.742120344,1
16079,ID,Shoshone County,0.76,0.2491,0.186564788,0.813435212,1
21083,KY,Graves County,0.78,0.229,0.849411016,0.5858007,1
47039,TN,Decatur County,0.51,0.2209,0.843361987,0.415791149,1
46053,SD,Gregory County,0.28,0.2068,0.080547596,0.256287806,0
26063,MI,Huron County,0.27,0.1903,0.252467367,0.334925183,0
27127,MN,Redwood County,0.23,0.1233,0.446354664,0.300222859,0
26117,MI,Montcalm County,0.61,0.1974,0.633237822,0.47214263,1
32021,NV,Mineral County,0.88,0.2226,0.904489016,0.802929004,0
22071,LA,Orleans Parish,0.74,0.2214,0.121617319,0.806749443,0
12063,FL,Jackson County,0.96,0.2345,0.693728112,0.919770774,1
47051,TN,Franklin County,0.38,0.2021,0.652976759,0.454313913,1
35005,NM,Chaves County,0.96,0.1549,0.211079274,0.578796562,1
27153,MN,Todd County,0.48,0.1237,0.383317415,0.29672079,1
19053,IA,Decatur County,0.68,0.1966,0.128939828,0.668576886,1
21225,KY,Union County,0.54,0.2429,0.576249602,0.276663483,1
30007,MT,Broadwater County,0.04,0.2694,0.494428526,0.043616683,1
6021,CA,Glenn County,0.89,0.1284,0.720789557,0.226997771,0
1121,AL,Talladega County,0.87,0.235,0.742438714,0.902897167,1
18099,IN,Marshall County,0.58,0.1773,0.52849411,0.722063037,1
46015,SD,Brule County,0.57,0.1463,0.005412289,0.363578478,0
38055,ND,McLean County,0.08,0.1975,0.00254696,0.027379815,1
38067,ND,Pembina County,0.04,0.168,0.127984718,0.086914995,0
37039,NC,Cherokee County,0.49,0.1984,0.584208851,0.610951926,0
46009,SD,Bon Homme County,0.24,0.1463,0.173193251,0.120980579,0
1043,AL,Cullman County,0.52,0.2313,0.324737345,0.553645336,1
55003,WI,Ashland County,0.55,0.2039,0.029608405,0.475644699,0
47183,TN,Weakley County,0.66,0.2073,0.790194206,0.852594715,1
20021,KS,Cherokee County,0.38,0.2283,0.363260108,0.846227316,1
22073,LA,Ouachita Parish,0.85,0.2536,0.261700096,0.832855778,1
42111,PA,Somerset County,0.42,0.1824,0.492199936,0.453677173,1
21213,KY,Simpson County,0.29,0.2637,0.70805476,0.0614454,0
1123,AL,Tallapoosa County,0.89,0.24,0.249283668,0.88379497,1
22049,LA,Jackson Parish,0.94,0.2862,0.736071315,0.895256288,1
26095,MI,Luce County,0.53,0.1903,0.188793378,0.458771092,1
28087,MS,Lowndes County,0.8,0.2764,0.157593123,0.889843999,0
38099,ND,Walsh County,0.37,0.168,0.019738937,0.23654887,0
55103,WI,Richland County,0.31,0.2101,0.674625915,0.52722063,0
32027,NV,Pershing County,0.9,0.2226,0.920725883,0.808341293,1
37111,NC,McDowell County,0.79,0.209,0.878701051,0.773638968,0
47053,TN,Gibson County,0.74,0.214,0.573702642,0.788920726,1
17067,IL,Hancock County,0.12,0.1625,0.677172875,0.1779688,1
31041,NE,Custer County,0.18,0.138,0.042343203,0.438077046,1
16035,ID,Clearwater County,0.44,0.2457,0.128621458,0.476281439,1
37153,NC,Richmond County,0.98,0.2293,0.82489653,0.925819803,1
21161,KY,Mason County,0.67,0.2707,0.184654569,0.733842725,0
39167,OH,Washington County,0.35,0.2038,0.447309774,0.440942375,0
31149,NE,Rock County,0.01,0.1287,0.227316141,0.166825852,1
45047,SC,Greenwood County,0.93,0.2215,0.384272525,0.886023559,1
12059,FL,Holmes County,0.93,0.212,0.914676855,0.870423432,1
18123,IN,Perry County,0.31,0.1705,0.581661891,0.183381089,0
20185,KS,Stafford County,0.28,0.2122,0.517669532,0.261381726,1
47123,TN,Monroe County,0.65,0.1874,0.422158548,0.316141356,1
5033,AR,Crawford County,0.61,0.2529,0.782871697,0.454313913,1
29163,MO,Pike County,0.54,0.2112,0.786692136,0.738618274,1
26097,MI,Mackinac County,0.65,0.1903,0.360394779,0.831263929,0
30015,MT,Chouteau County,0.48,0.3233,0.319643426,0.486150907,1
21069,KY,Fleming County,0.77,0.2707,0.804202483,0.674625915,0
29145,MO,Newton County,0.43,0.2191,0.638650111,0.614135626,1
47117,TN,Marshall County,0.61,0.2008,0.172874881,0.310410697,1
39067,OH,Harrison County,0.52,0.2201,0.852276345,0.793696275,1
1069,AL,Houston County,0.68,0.2352,0.162050302,0.838586437,1
28001,MS,Adams County,0.99,0.281,0.418656479,0.971346705,0
42097,PA,Northumberland County,0.5,0.1769,0.633556192,0.511302133,0
35013,NM,Dona Ana County,0.98,0.1277,0.194524037,0.70741802,0
29039,MO,Cedar County,0.64,0.218,0.23718561,0.806431073,1
26079,MI,Kalkaska County,0.51,0.1774,0.574339382,0.254377587,1
39145,OH,Scioto County,0.83,0.2195,0.404011461,0.598535498,1
46109,SD,Roberts County,0.72,0.1485,0.313912767,0.478191659,0
20129,KS,Morton County,0.41,0.2083,0.464183381,0.558102515,1
19005,IA,Allamakee County,0.32,0.1827,0.433619866,0.131168418,0
37005,NC,Alleghany County,0.63,0.2078,0.862145813,0.76758994,0
47145,TN,Roane County,0.38,0.1874,0.787010506,0.474052849,1
41045,OR,Malheur County,1,0.1569,0.102196753,0.687997453,1
39047,OH,Fayette County,0.5,0.23,0.689907673,0.64501751,1
26165,MI,Wexford County,0.5,0.1774,0.17542184,0.458134352,0
37113,NC,Macon County,0.35,0.1984,0.460681312,0.747851003,0
40125,OK,Pottawatomie County,0.78,0.2476,0.46991404,0.817892391,1
17173,IL,Shelby County,0.09,0.1641,0.88252149,0.12002547,1
26059,MI,Hillsdale County,0.5,0.1892,0.802610634,0.554918816,1
17101,IL,Lawrence County,0.78,0.1745,0.88220312,0.478828399,1
47003,TN,Bedford County,0.78,0.2008,0.538363578,0.533269659,1
47089,TN,Jefferson County,0.56,0.2073,0.627188793,0.339700732,1
12055,FL,Highlands County,0.87,0.2054,0.652340019,0.670805476,0
19009,IA,Audubon County,0.02,0.1966,0.385227635,0.054441261,0
5005,AR,Baxter County,0.28,0.2445,0.493791786,0.274116523,1
29079,MO,Grundy County,0.62,0.2059,0.770773639,0.93919134,1
55123,WI,Vernon County,0.38,0.2126,0.11843362,0.805157593,0
19135,IA,Monroe County,0.25,0.1966,0.199299586,0.362623368,1
22023,LA,Cameron Parish,0.26,0.2541,0.808978032,0.249602038,1
29023,MO,Butler County,0.82,0.2322,0.438077046,0.874562241,1
42009,PA,Bedford County,0.27,0.1824,0.282075772,0.256924546,1
47131,TN,Obion County,0.77,0.214,0.599490608,0.807386183,1
47063,TN,Hamblen County,0.81,0.2246,0.214581344,0.593441579,1
5133,AR,Sevier County,0.77,0.2653,0.509710283,0.656478828,1
39013,OH,Belmont County,0.36,0.2014,0.58834766,0.430754537,1
18061,IN,Harrison County,0.19,0.1707,0.750397962,0.242916269,0
18065,IN,Henry County,0.38,0.198,0.754218402,0.250238777,0
17083,IL,Jersey County,0.1,0.1739,0.837949698,0.138809296,0
30077,MT,Powell County,0.25,0.2694,0.305953518,0.326329195,1
29069,MO,Dunklin County,0.96,0.2408,0.6472461,0.937281121,1
30053,MT,Lincoln County,0.42,0.291,0.034383954,0.205985355,1
22001,LA,Acadia Parish,0.92,0.2597,0.35020694,0.862145813,0
47159,TN,Smith County,0.26,0.2256,0.816937281,0.423432028,1
29207,MO,Stoddard County,0.46,0.2408,0.793696275,0.811843362,1
29189,MO,St. Louis County,0.26,0.1518,0.467367081,0.408150271,0
31089,NE,Holt County,0.1,0.1287,0.06176377,0.136580707,1
46043,SD,Douglas County,0.15,0.1463,0.083094556,0.308182108,0
21193,KY,Perry County,0.91,0.283,0.329831264,0.642470551,0
27001,MN,Aitkin County,0.31,0.1218,0.547914677,0.184017829,0
26129,MI,Ogemaw County,0.63,0.1808,0.170009551,0.397007323,1
18149,IN,Starke County,0.34,0.1775,0.814708691,0.216809933,1
37151,NC,Randolph County,0.7,0.2249,0.921044253,0.718242598,1
40049,OK,Garvin County,0.51,0.2698,0.125119389,0.666348297,1
20005,KS,Atchison County,0.49,0.2184,0.419611589,0.726520216,1
47043,TN,Dickson County,0.43,0.2067,0.819165871,0.555237186,1
42033,PA,Clearfield County,0.61,0.1825,0.325692455,0.404011461,1
31057,NE,Dundy County,0.3,0.1318,0.091690544,0.359758039,1
30019,MT,Daniels County,0.02,0.3131,0.047755492,0.322190385,1
5023,AR,Cleburne County,0.21,0.2654,0.357847819,0.302133079,1
30057,MT,Madison County,0.17,0.2694,0.111111111,0.163642152,1
21173,KY,Montgomery County,0.8,0.2707,0.11556829,0.419293219,1
23029,ME,Washington County,0.64,0.143,0.021967526,0.858962114,0
40121,OK,Pittsburg County,0.83,0.2715,0.52976759,0.906399236,1
20095,KS,Kingman County,0.05,0.2122,0.782234957,0.124482649,1
31061,NE,Franklin County,0.08,0.135,0.074498567,0.071633238,1
26003,MI,Alger County,0.45,0.1903,0.365488698,0.540273798,0
28037,MS,Franklin County,0.57,0.281,0.242916269,0.659025788,1
55001,WI,Adams County,0.57,0.2044,0.743075454,0.154409424,0
38039,ND,Griggs County,0.07,0.168,0.030881885,0.019738937,1
5115,AR,Pope County,0.79,0.2576,0.502706145,0.632601082,1
45041,SC,Florence County,0.9,0.2257,0.467367081,0.829035339,0
39131,OH,Pike County,0.8,0.2337,0.156319643,0.723336517,1
37193,NC,Wilkes County,0.69,0.2078,0.936326011,0.70741802,1
29027,MO,Callaway County,0.32,0.1935,0.813753582,0.407195161,1
22093,LA,St. James Parish,0.63,0.2352,0.503979624,0.894619548,0
19085,IA,Harrison County,0.06,0.1905,0.276981853,0.135307227,0
22047,LA,Iberville Parish,0.89,0.2647,0.149952245,0.889843999,0
26013,MI,Baraga County,0.66,0.169,0.5307227,0.41197071,0
30107,MT,Wheatland County,0.54,0.3233,0.212352754,0.636103152,1
31095,NE,Jefferson County,0.22,0.1354,0.05698822,0.422795288,0
38071,ND,Ramsey County,0.35,0.1901,0.014963387,0.461954791,0
19083,IA,Hardin County,0.12,0.1852,0.157274753,0.142629736,0
31121,NE,Merrick County,0.2,0.138,0.320280166,0.7055078,1
29001,MO,Adair County,0.45,0.2059,0.102833493,0.784463547,1
45073,SC,Oconee County,0.73,0.2216,0.525310411,0.716969118,1
42065,PA,Jefferson County,0.33,0.1849,0.535816619,0.602037568,1
39087,OH,Lawrence County,0.56,0.2195,0.543775868,0.389684814,1
31017,NE,Brown County,0.13,0.1287,0.020375677,0.286214581,1
5035,AR,Crittenden County,0.93,0.2726,0.366762178,0.838586437,1
20097,KS,Kiowa County,0.26,0.2122,0.230818211,0.46800382,0
21195,KY,Pike County,0.79,0.2778,0.330468004,0.640241961,0
30073,MT,Pondera County,0.83,0.3233,0.028334925,0.562878064,0
27029,MN,Clearwater County,0.79,0.1377,0.597898758,0.583253741,1
29186,MO,Ste. Genevieve County,0.19,0.2274,0.913403375,0.23336517,1
28149,MS,Warren County,0.86,0.2663,0.832855778,0.922954473,0
17095,IL,Knox County,0.65,0.1509,0.441897485,0.638650111,0
36023,NY,Cortland County,0.35,0.1409,0.035020694,0.449856734,0
31107,NE,Knox County,0.33,0.1288,0.17446673,0.347978351,1
55067,WI,Langlade County,0.35,0.2007,0.209487424,0.246099968,0
26157,MI,Tuscola County,0.4,0.1903,0.730022286,0.17414836,1
6103,CA,Tehama County,0.96,0.1284,0.442215855,0.431072907,1
18079,IN,Jennings County,0.38,0.1922,0.533588029,0.316459726,1
42063,PA,Indiana County,0.55,0.1777,0.546641197,0.495065266,1
20105,KS,Lincoln County,0.13,0.198,0.914040115,0.282075772,1
46073,SD,Jerauld County,0.05,0.1463,0.06112703,0.089780325,0
47079,TN,Henry County,0.63,0.2073,0.41037886,0.676854505,1
46045,SD,Edmunds County,0.03,0.1485,0.05666985,0.037886024,1
39059,OH,Guernsey County,0.67,0.237,0.76599809,0.617637695,1
29097,MO,Jasper County,0.66,0.2191,0.578796562,0.738299904,1
27159,MN,Wadena County,0.66,0.1237,0.307226998,0.445399554,1
36123,NY,Yates County,0.44,0.1213,0.068767908,0.8834766,0
31097,NE,Johnson County,0.58,0.1354,0.106972302,0.382043935,0
30093,MT,Silver Bow County,0.53,0.2694,0.042979943,0.380452085,0
18029,IN,Dearborn County,0.08,0.171,0.686405603,0.167462592,0
31175,NE,Valley County,0.15,0.138,0.012416428,0.41228908,1
30065,MT,Musselshell County,0.36,0.3131,0.429799427,0.308818848,1
46123,SD,Tripp County,0.34,0.2068,0.072269978,0.11779688,1
40093,OK,Major County,0.32,0.2577,0.196752627,0.428525947,1
19043,IA,Clayton County,0.18,0.1827,0.309455587,0.198981216,1
20077,KS,Harper County,0.32,0.2122,0.433301496,0.305635148,1
27011,MN,Big Stone County,0.2,0.1093,0.114613181,0.29162687,0
4009,AZ,Graham County,0.96,0.2442,0.82585164,0.575931232,0
30023,MT,Deer Lodge County,0.47,0.2694,0.062718879,0.581980261,0
16047,ID,Gooding County,0.71,0.2776,0.373129577,0.594396689,1
18135,IN,Randolph County,0.43,0.198,0.740528494,0.263610315,1
17183,IL,Vermilion County,0.81,0.1813,0.792422795,0.677491245,1
20209,KS,Wyandotte County,0.92,0.2298,0.534543139,0.82617001,0
56011,WY,Crook County,0.03,0.2943,0.407831901,0.269659344,1
31003,NE,Antelope County,0.1,0.1288,0.016555237,0.147405285,1
20141,KS,Osborne County,0.07,0.2037,0.558739255,0.542820758,1
16023,ID,Butte County,0.25,0.2457,0.287169691,0.519261382,1
27151,MN,Swift County,0.32,0.1093,0.345113021,0.215536453,0
27071,MN,Koochiching County,0.44,0.1208,0.387774594,0.29481057,0
40057,OK,Harmon County,0.81,0.2373,0.390958294,0.906399236,1
18169,IN,Wabash County,0.29,0.1895,0.757083731,0.419929959,1
21047,KY,Christian County,0.91,0.2704,0.334606813,0.750716332,1
56019,WY,Johnson County,0.18,0.2943,0.161413563,0.463228271,1
22109,LA,Terrebonne Parish,0.9,0.2621,0.260744986,0.855460045,1
16053,ID,Jerome County,0.67,0.2776,0.600445718,0.476281439,1
19001,IA,Adair County,0.05,0.1966,0.018147087,0.062082139,1
46077,SD,Kingsbury County,0.02,0.1463,0.049347342,0.019102197,0
20115,KS,Marion County,0.18,0.1976,0.225724292,0.169372811,1
20165,KS,Rush County,0.08,0.2122,0.451448583,0.096466094,0
22099,LA,St. Martin Parish,0.78,0.2707,0.510028653,0.812798472,1
20121,KS,Miami County,0.03,0.2068,0.642788921,0.156956383,1
19159,IA,Ringgold County,0.13,0.1966,0.031200255,0.021649156,0
26163,MI,Wayne County,0.87,0.1856,0.421840178,0.52658389,0
19029,IA,Cass County,0.2,0.1905,0.074180197,0.323782235,0
31069,NE,Garden County,0.01,0.1287,0.203438395,0.199936326,1
17065,IL,Hamilton County,0.15,0.1725,0.904489016,0.155364534,1
20189,KS,Stevens County,0.67,0.2083,0.811843362,0.599490608,1
41001,OR,Baker County,0.69,0.1453,0.183381089,0.533906399,0
30101,MT,Toole County,0.48,0.3233,0.075772047,0.64788284,1
1097,AL,Mobile County,0.75,0.2288,0.368990767,0.826488379,1
18103,IN,Miami County,0.59,0.1895,0.802610634,0.344157911,1
39125,OH,Paulding County,0.29,0.1976,0.892709328,0.198662846,1
39073,OH,Hocking County,0.47,0.2337,0.616682585,0.363260108,1
42051,PA,Fayette County,0.62,0.1957,0.489334607,0.359121299,0
31129,NE,Nuckolls County,0.17,0.135,0.071633238,0.500795925,1
29199,MO,Scotland County,0.53,0.2059,0.2944922,0.779051258,1
53065,WA,Stevens County,0.46,0.1416,0.122890799,0.198026106,1
5091,AR,Miller County,0.91,0.2589,0.702005731,0.817574021,1
18049,IN,Fulton County,0.35,0.1775,0.538363578,0.499204075,1
27065,MN,Kanabec County,0.28,0.1322,0.726520216,0.150588984,1
19111,IA,Lee County,0.5,0.1944,0.180834129,0.258198026,0
19003,IA,Adams County,0.04,0.1966,0.23686724,0.043298313,0
24005,MD,Baltimore County,0.38,0.0988,0.165234002,0.251193887,0
20135,KS,Ness County,0.15,0.2037,0.581343521,0.149633875,0
40137,OK,Stephens County,0.61,0.2604,0.323145495,0.843680357,1
21125,KY,Laurel County,0.75,0.2796,0.385546004,0.603947787,1
20075,KS,Hamilton County,0.26,0.2083,0.671123846,0.406558421,1
55137,WI,Waushara County,0.37,0.2123,0.613817256,0.299267749,1
18093,IN,Lawrence County,0.28,0.1825,0.315186246,0.391913403,1
36095,NY,Schoharie County,0.4,0.1359,0.481375358,0.360713149,0
30097,MT,Sweet Grass County,0.01,0.2623,0.159503343,0.049028972,1
20035,KS,Cowley County,0.73,0.2036,0.224132442,0.566380134,1
27089,MN,Marshall County,0.14,0.1179,0.781598217,0.063992359,1
22045,LA,Iberia Parish,0.96,0.2707,0.286532951,0.898121617,1
30047,MT,Lake County,0.65,0.2895,0.085323145,0.287169691,0
36005,NY,Bronx County,0.99,0.1409,0.034702324,0.611588666,0
55099,WI,Price County,0.16,0.2039,0.243871379,0.304043298,0
46125,SD,Turner County,0.11,0.1467,0.141674626,0.053804521,0
55125,WI,Vilas County,0.14,0.2007,0.379496975,0.082776186,0
55119,WI,Taylor County,0.2,0.2039,0.478191659,0.451448583,1
31093,NE,Howard County,0.08,0.138,0.41037886,0.389048074,1
28109,MS,Pearl River County,0.71,0.2899,0.737663165,0.52849411,1
36003,NY,Allegany County,0.58,0.1537,0.23654887,0.608404967,1
29053,MO,Cooper County,0.39,0.211,0.858962114,0.548233047,1
21101,KY,Henderson County,0.71,0.2429,0.463228271,0.41451767,0
18071,IN,Jackson County,0.54,0.1549,0.270614454,0.522445081,0
47157,TN,Shelby County,0.78,0.1886,0.372811207,0.82425979,0
55047,WI,Green Lake County,0.29,0.2123,0.306908628,0.583253741,0
6033,CA,Lake County,0.92,0.1315,0.501114295,0.280802292,0
37081,NC,Guilford County,0.64,0.1848,0.760904171,0.623686724,0
20177,KS,Shawnee County,0.51,0.2141,0.457179242,0.555873926,0
17163,IL,St. Clair County,0.52,0.1672,0.566061764,0.574339382,0
20007,KS,Barber County,0.28,0.2122,0.393186883,0.841451767,1
29109,MO,Lawrence County,0.79,0.218,0.826488379,0.662846227,1
12133,FL,Washington County,0.89,0.212,0.893027698,0.753900032,1
45007,SC,Anderson County,0.7,0.2228,0.639923591,0.730022286,1
18131,IN,Pulaski County,0.23,0.1775,0.786373766,0.229226361,1
20125,KS,Montgomery County,0.8,0.2283,0.263291945,0.869468322,1
